price_jod,city,district,neighborhood,property_type,area,bedrooms,bathrooms,floor,building_age,furnished,latitude,longitude,condition_score
123337.73,Amman,Khalda,Medical City Side,house,98.1,3,1,2,2,yes,31.989141,35.844064,0.768
89020.03,Amman,Tla Al Ali,Market Side,apartment,149.8,3,2,3,20,no,32.014003,35.874987,0.48
98368.92,Amman,Khalda,University Street,house,89.5,3,2,7,9,yes,31.98697,35.847829,0.476
249693.72,Amman,Abdoun,Embassy Area,house,157.0,4,2,2,9,yes,31.953835,35.886259,0.743
113827.26,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,138.3,2,2,7,3,no,31.999705,35.869572,0.481
187990.77,Amman,Sweifieh,7th Circle Side,house,147.9,2,2,0,10,yes,31.948242,35.847372,0.777
124658.39,Amman,Dabouq,Western Dabouq,apartment,127.5,4,2,2,12,yes,31.978927,35.82983,0.461
119575.54,Amman,Jubeiha,University Area,house,170.2,3,2,0,20,yes,32.020549,35.867462,0.778
199216.83,Amman,Shmeisani,Park Side,house,242.9,3,2,4,17,no,31.97875,35.900381,0.616
105430.94,Amman,Tla Al Ali,Market Side,apartment,124.7,4,1,2,0,no,32.003708,35.861992,0.534
73958.14,Amman,Jubeiha,Northern Jubeiha,apartment,105.6,5,4,0,20,no,32.014704,35.869157,0.548
161299.23,Amman,Shmeisani,Residential Shmeisani,apartment,199.3,3,2,0,3,yes,31.969886,35.884423,0.325
259077.2,Amman,Dabouq,Dabouq Villas,house,216.7,4,2,2,22,yes,31.975705,35.822518,0.714
128261.7,Amman,Khalda,Medical City Side,apartment,192.3,2,2,2,8,no,31.993448,35.846986,0.172
149397.68,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,157.4,2,3,2,2,no,32.012303,35.860266,0.86
146474.27,Amman,Tla Al Ali,Market Side,apartment,179.2,4,1,5,5,no,32.024265,35.866613,0.556
82395.63,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,60.0,4,1,0,7,yes,31.938413,35.860395,0.875
111094.79,Amman,Shmeisani,Residential Shmeisani,apartment,128.0,3,2,5,16,yes,31.967264,35.897993,0.709
87374.99,Amman,Marj Al Hamam,New Marj,house,106.3,3,2,5,8,yes,31.894797,35.828994,0.402
158058.37,Amman,Marj Al Hamam,Old Marj,apartment,196.4,4,2,1,2,yes,31.904542,35.825994,0.746
236120.14,Amman,Deir Ghbar,Embassy Side,house,221.0,4,3,0,14,no,31.925062,35.859073,0.453
130132.97,Amman,Marj Al Hamam,Old Marj,house,145.0,2,3,5,0,no,31.888726,35.834199,0.796
146202.08,Amman,Khalda,Khalda Main,apartment,156.3,3,3,0,13,yes,32.000014,35.856473,0.818
234029.18,Amman,Shmeisani,Business District,house,198.1,3,3,2,6,yes,31.966359,35.882911,0.855
216998.07,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,182.9,4,2,6,0,no,31.93098,35.860698,0.54
191312.97,Amman,Al Rabieh,Northern Rabieh,apartment,186.1,3,2,2,3,no,31.981294,35.869944,0.6
262165.63,Amman,Dabouq,Royal Area,house,158.4,3,3,0,4,no,31.970734,35.823024,1.0
77457.77,Amman,Abdoun,South Abdoun,apartment,61.5,3,4,0,0,no,31.955989,35.895673,0.35
278765.28,Amman,Dabouq,Dabouq Villas,house,185.7,4,4,2,0,yes,31.975012,35.830687,0.472
178617.98,Amman,Marj Al Hamam,New Marj,house,205.4,4,2,5,12,no,31.900746,35.828706,0.632
58466.97,Amman,Marj Al Hamam,New Marj,apartment,90.3,2,2,4,18,yes,31.884444,35.834098,0.616
86306.82,Amman,Al Rabieh,Rabieh Main,house,67.6,3,1,1,3,no,31.983118,35.862101,0.766
92227.32,Amman,Al Rabieh,Rabieh Main,apartment,90.5,3,1,2,13,yes,31.991659,35.870524,0.714
208080.24,Amman,Abdoun,Embassy Area,house,135.3,3,3,2,0,no,31.952252,35.883039,0.68
337613.85,Amman,Deir Ghbar,Embassy Side,house,221.4,3,2,0,3,yes,31.933964,35.857646,0.854
120075.75,Amman,Shmeisani,Park Side,house,118.4,5,3,1,5,no,31.959429,35.883424,0.15
159982.82,Amman,Dabouq,Dabouq Villas,house,140.3,2,2,4,13,yes,31.977102,35.822817,0.278
169958.25,Amman,Shmeisani,Business District,apartment,190.3,2,2,1,0,yes,31.96789,35.899591,0.68
69479.77,Amman,Khalda,Medical City Side,apartment,127.1,1,1,0,16,no,31.995869,35.837535,0.494
127548.8,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,147.4,4,1,5,3,no,32.009515,35.859856,0.533
137688.82,Amman,Shmeisani,Residential Shmeisani,house,140.8,3,1,0,13,no,31.963427,35.891092,0.807
248807.53,Amman,Dabouq,Royal Area,house,186.2,1,1,2,14,yes,31.976404,35.822651,1.0
195578.99,Amman,Shmeisani,Residential Shmeisani,house,214.4,3,1,5,14,no,31.97247,35.899781,0.435
109710.7,Amman,Jubeiha,Northern Jubeiha,apartment,152.0,3,3,0,12,yes,32.021258,35.867794,0.373
94827.15,Amman,Marj Al Hamam,Airport Road Side,apartment,177.1,2,3,6,15,no,31.892258,35.829218,0.483
240042.54,Amman,Tla Al Ali,Tla Al Ali Main,house,231.2,3,1,3,7,yes,32.00322,35.870149,0.607
153317.22,Amman,Marj Al Hamam,Old Marj,house,167.7,3,2,3,3,no,31.89762,35.838983,0.724
102945.78,Amman,Jubeiha,Jubeiha Center,house,124.1,4,1,4,5,yes,32.01576,35.850878,0.436
212683.38,Amman,Abdoun,Embassy Area,apartment,147.0,3,2,0,3,yes,31.953772,35.887686,0.69
118017.13,Amman,Marj Al Hamam,New Marj,apartment,172.9,2,2,0,8,yes,31.899197,35.838014,0.82
162904.16,Amman,Marj Al Hamam,Old Marj,apartment,215.6,3,4,2,14,no,31.893046,35.829729,0.886
191271.63,Amman,Sweifieh,Shopping District,house,149.0,2,4,1,10,yes,31.952741,35.851045,0.828
104288.35,Amman,Shmeisani,Residential Shmeisani,house,74.3,3,2,2,0,yes,31.970525,35.902818,0.907
96784.98,Amman,Dabouq,Dabouq Villas,apartment,115.4,3,2,0,19,no,31.965118,35.841797,0.508
87407.51,Amman,Tla Al Ali,Market Side,apartment,127.6,1,4,0,9,no,32.008752,35.864082,0.784
139905.95,Amman,Dabouq,Dabouq Villas,apartment,118.6,3,1,3,14,yes,31.969417,35.847877,0.793
103418.91,Amman,Marj Al Hamam,Airport Road Side,apartment,154.9,4,4,0,7,yes,31.895749,35.830758,0.192
119164.21,Amman,Sweifieh,Shopping District,apartment,125.5,1,3,6,5,no,31.946023,35.8613,0.699
121524.79,Amman,Jubeiha,Northern Jubeiha,house,120.7,2,2,3,0,yes,32.01351,35.861907,0.549
88661.58,Amman,Khalda,Khalda Main,apartment,116.6,2,1,7,13,no,32.002744,35.841605,0.451
88774.28,Amman,Tla Al Ali,Tla Al Ali Main,apartment,139.5,2,3,1,22,yes,32.016553,35.863721,0.392
156306.99,Amman,Jubeiha,University Area,house,192.5,2,3,0,4,no,32.005025,35.868095,0.454
154627.68,Amman,Tla Al Ali,Tla Al Ali Main,apartment,186.6,3,2,3,10,yes,32.011239,35.864713,0.788
118390.67,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,125.6,2,2,3,14,yes,31.933113,35.862503,0.611
74058.2,Amman,Jubeiha,Jubeiha Center,apartment,113.4,1,2,4,4,yes,32.017065,35.873245,0.577
165426.01,Amman,Al Rabieh,Rabieh Main,apartment,199.9,4,1,0,17,no,31.966762,35.861302,0.594
139634.27,Amman,Dabouq,Royal Area,apartment,102.7,3,2,6,7,yes,31.988001,35.84254,0.813
61719.61,Amman,Tla Al Ali,Market Side,house,66.7,3,3,2,21,no,32.009778,35.872105,0.775
70959.62,Amman,Khalda,Medical City Side,house,60.0,3,3,0,7,yes,32.007487,35.85197,0.432
181359.46,Amman,Dabouq,Royal Area,house,161.6,2,3,4,15,yes,31.998548,35.825305,0.68
140097.37,Amman,Abdoun,Embassy Area,apartment,137.3,1,1,0,3,no,31.953328,35.884257,0.448
238093.29,Amman,Al Rabieh,Garden Side,house,195.2,2,2,3,0,yes,31.984723,35.874544,0.191
178906.1,Amman,Abdoun,South Abdoun,house,162.1,4,2,3,21,yes,31.952595,35.902749,0.238
319812.79,Amman,Dabouq,Royal Area,house,229.3,2,2,3,0,yes,31.970322,35.838254,0.41
178357.41,Amman,Al Rabieh,Garden Side,apartment,169.6,4,2,6,9,yes,31.980441,35.875891,0.63
155509.69,Amman,Jubeiha,Northern Jubeiha,house,198.9,2,1,4,8,yes,32.02003,35.865349,0.538
178396.74,Amman,Tla Al Ali,Market Side,apartment,218.0,5,4,2,18,no,31.999452,35.848047,0.449
117359.07,Amman,Dabouq,Dabouq Villas,apartment,116.1,3,1,4,6,yes,31.981092,35.822464,0.385
63993.9,Amman,Shmeisani,Business District,apartment,60.2,2,2,0,0,yes,31.965995,35.906744,0.62
138567.51,Amman,Tla Al Ali,Market Side,house,115.9,4,3,1,0,no,32.00459,35.86145,0.618
114850.0,Amman,Tla Al Ali,Market Side,apartment,121.2,2,2,3,1,yes,31.993407,35.860453,0.787
137660.09,Amman,Dabouq,Royal Area,apartment,126.4,2,4,0,26,no,31.978644,35.835834,0.699
138447.77,Amman,Sweifieh,Residential Sweifieh,house,110.3,2,2,3,0,yes,31.968855,35.85916,0.624
142979.14,Amman,Al Rabieh,Northern Rabieh,house,127.2,4,1,7,23,yes,31.982219,35.878315,0.666
73211.79,Amman,Tla Al Ali,Tla Al Ali Main,apartment,118.7,2,1,4,14,yes,32.002614,35.855069,0.377
183314.18,Amman,Dabouq,Western Dabouq,apartment,179.8,2,2,0,10,no,31.972897,35.831177,0.612
163608.71,Amman,Al Rabieh,Northern Rabieh,house,118.3,2,4,1,8,yes,32.007003,35.862389,0.802
100807.02,Amman,Khalda,Medical City Side,apartment,123.2,2,2,0,9,yes,32.001628,35.840585,0.355
133449.18,Amman,Khalda,University Street,apartment,134.0,3,2,0,6,yes,31.988766,35.825431,0.465
122085.12,Amman,Jubeiha,Jubeiha Center,apartment,124.1,4,3,0,1,no,32.026056,35.869379,1.0
114721.98,Amman,Khalda,Khalda Main,apartment,126.6,3,2,0,0,no,31.987083,35.839729,0.624
98415.38,Amman,Jubeiha,Northern Jubeiha,house,119.8,4,2,2,15,no,32.023926,35.866381,0.707
96590.7,Amman,Dabouq,Western Dabouq,apartment,96.5,3,3,6,16,no,31.985582,35.81963,0.297
102029.23,Amman,Marj Al Hamam,Old Marj,apartment,138.4,4,1,5,0,no,31.887413,35.81592,0.5
316230.29,Amman,Al Rabieh,Rabieh Main,house,236.3,6,2,5,11,yes,31.979905,35.872466,0.71
141291.44,Amman,Shmeisani,Business District,apartment,129.0,3,2,5,2,yes,31.983184,35.900948,0.611
173381.32,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,156.1,3,3,6,0,yes,31.942166,35.859562,0.383
115773.01,Amman,Sweifieh,Residential Sweifieh,house,98.6,2,1,8,9,yes,31.961117,35.864836,0.61
151788.42,Amman,Tla Al Ali,Tla Al Ali Main,apartment,203.3,2,2,4,5,yes,32.008591,35.869996,0.619
189014.94,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,187.2,3,3,4,20,no,31.942426,35.871606,0.864
178950.56,Amman,Sweifieh,Residential Sweifieh,house,156.4,4,3,2,12,no,31.951022,35.867133,0.614
209164.62,Amman,Dabouq,Royal Area,apartment,247.2,1,2,3,17,no,31.980173,35.824609,0.692
233290.11,Amman,Abdoun,Embassy Area,apartment,169.5,2,2,4,2,yes,31.958268,35.8768,0.909
58481.22,Amman,Abdoun,South Abdoun,apartment,60.0,2,3,1,12,no,31.955286,35.883914,0.346
126514.67,Amman,Shmeisani,Business District,house,150.8,2,1,5,12,no,31.972073,35.893801,0.809
142579.14,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,142.8,3,4,4,20,no,31.928021,35.86232,0.728
164337.09,Amman,Sweifieh,7th Circle Side,house,112.7,3,2,7,0,no,31.950442,35.848495,0.837
215791.95,Amman,Al Rabieh,Garden Side,house,187.9,4,3,8,13,yes,31.9847,35.879804,0.592
147028.92,Amman,Al Rabieh,Northern Rabieh,apartment,125.7,3,1,3,0,no,31.988357,35.867762,0.63
87026.83,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,89.3,4,3,0,28,yes,31.926858,35.85165,0.609
118434.51,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,149.3,3,2,4,6,yes,32.004754,35.847928,0.272
88022.5,Amman,Jubeiha,University Area,house,110.9,3,3,0,16,yes,32.026072,35.867044,0.542
159833.79,Amman,Tla Al Ali,Tla Al Ali Main,apartment,185.9,3,1,1,9,no,31.992261,35.864662,0.862
200274.36,Amman,Deir Ghbar,Lower Deir Ghbar,house,163.7,4,2,2,13,yes,31.930267,35.865113,0.638
182526.72,Amman,Abdoun,North Abdoun,house,127.5,2,3,0,12,yes,31.937934,35.889968,0.626
241285.03,Amman,Abdoun,Embassy Area,house,181.5,1,3,1,14,yes,31.943563,35.892423,0.753
47287.15,Amman,Jubeiha,Northern Jubeiha,apartment,61.8,4,2,0,6,no,32.013399,35.873436,0.669
156488.08,Amman,Dabouq,Dabouq Villas,house,121.6,3,4,2,17,yes,31.974614,35.830773,0.627
243113.19,Amman,Al Rabieh,Northern Rabieh,house,182.2,4,3,5,2,yes,31.97723,35.873301,0.545
259377.9,Amman,Khalda,University Street,house,187.8,2,2,4,0,yes,31.993018,35.826025,1.0
123370.38,Amman,Jubeiha,Jubeiha Center,house,156.5,3,3,4,11,no,32.013069,35.882028,0.701
110099.11,Amman,Marj Al Hamam,New Marj,apartment,161.3,3,3,0,0,no,31.896369,35.838627,0.648
241806.47,Amman,Sweifieh,Shopping District,apartment,207.0,5,2,0,6,yes,31.960947,35.85396,0.623
154001.3,Amman,Dabouq,Western Dabouq,house,104.8,1,3,0,8,yes,31.977916,35.824655,1.0
101196.61,Amman,Jubeiha,Northern Jubeiha,apartment,152.7,3,3,0,21,no,32.018888,35.865203,0.664
114555.62,Amman,Jubeiha,Jubeiha Center,house,143.4,3,1,0,14,yes,32.007823,35.865098,0.54
96638.41,Amman,Marj Al Hamam,New Marj,apartment,126.7,3,2,0,0,no,31.889241,35.835597,0.681
223027.33,Amman,Khalda,Khalda Main,apartment,187.4,5,2,4,5,no,32.008885,35.840283,1.0
162653.13,Amman,Jubeiha,Northern Jubeiha,apartment,216.2,3,2,5,10,yes,32.00796,35.857576,0.653
230381.85,Amman,Sweifieh,7th Circle Side,house,195.7,3,3,1,2,no,31.956422,35.86349,0.608
376426.86,Amman,Abdoun,North Abdoun,house,216.6,5,2,6,2,no,31.957031,35.893844,0.814
68378.39,Amman,Abdoun,Embassy Area,house,60.0,2,2,0,10,no,31.943928,35.880388,0.545
233566.71,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,205.5,2,2,1,11,yes,31.911687,35.868651,0.702
90895.81,Amman,Dabouq,Dabouq Villas,apartment,107.7,2,2,1,11,yes,31.970175,35.843274,0.27
260694.65,Amman,Abdoun,North Abdoun,apartment,211.0,3,1,4,8,yes,31.951415,35.891122,0.538
136136.24,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,208.0,3,1,1,30,no,32.022385,35.874268,0.75
124843.4,Amman,Al Rabieh,Rabieh Main,apartment,168.6,3,1,3,17,no,31.985184,35.877061,0.512
194914.0,Amman,Dabouq,Dabouq Villas,house,134.7,2,1,0,3,yes,31.971592,35.833385,0.876
231924.34,Amman,Dabouq,Dabouq Villas,apartment,208.0,4,3,3,7,no,31.991605,35.827182,0.405
113727.64,Amman,Marj Al Hamam,Airport Road Side,apartment,202.7,2,3,4,21,yes,31.885399,35.824662,0.536
123286.62,Amman,Tla Al Ali,Tla Al Ali Main,house,157.6,3,1,4,23,no,32.010064,35.868507,0.704
165392.43,Amman,Tla Al Ali,Market Side,apartment,196.9,3,2,1,7,no,32.003587,35.8667,0.677
238722.02,Amman,Sweifieh,Residential Sweifieh,house,192.5,4,2,0,7,yes,31.94415,35.867821,0.628
124999.15,Amman,Marj Al Hamam,Airport Road Side,apartment,172.2,4,2,4,8,yes,31.888995,35.839859,0.587
184874.66,Amman,Al Rabieh,Garden Side,house,186.5,1,3,5,10,yes,31.9851,35.887122,0.579
128721.04,Amman,Tla Al Ali,Tla Al Ali Main,apartment,190.2,2,2,2,6,no,31.997861,35.871704,0.618
154270.33,Amman,Shmeisani,Residential Shmeisani,apartment,179.3,3,1,3,0,no,31.95984,35.896029,0.627
158039.17,Amman,Sweifieh,Residential Sweifieh,apartment,134.7,3,2,2,0,yes,31.969354,35.877645,0.734
174813.27,Amman,Jubeiha,Jubeiha Center,house,190.5,1,4,4,6,no,32.012019,35.866394,0.843
137050.5,Amman,Al Rabieh,Garden Side,house,107.1,4,1,0,3,no,31.977983,35.861664,0.757
176665.08,Amman,Khalda,Medical City Side,house,153.6,2,1,8,3,yes,31.992429,35.837251,0.562
281806.73,Amman,Sweifieh,Shopping District,house,197.7,3,1,6,8,yes,31.941281,35.859468,0.931
91443.46,Amman,Marj Al Hamam,New Marj,apartment,139.1,3,2,1,7,no,31.890008,35.836802,0.559
196640.24,Amman,Dabouq,Western Dabouq,apartment,166.3,4,2,1,5,yes,31.970586,35.828998,0.62
225473.69,Amman,Deir Ghbar,Embassy Side,apartment,250.6,1,2,7,10,yes,31.933699,35.856829,0.756
101491.51,Amman,Tla Al Ali,Tla Al Ali Main,apartment,164.2,2,1,1,21,no,32.00732,35.861247,1.0
214308.4,Amman,Sweifieh,7th Circle Side,house,176.1,5,2,0,14,no,31.945899,35.859335,0.797
168399.99,Amman,Abdoun,Embassy Area,apartment,151.7,2,3,1,0,no,31.958526,35.892117,0.251
144043.1,Amman,Sweifieh,Shopping District,house,135.2,2,1,1,0,no,31.954823,35.862369,0.488
136979.13,Amman,Marj Al Hamam,New Marj,apartment,190.8,4,3,4,9,yes,31.89958,35.839958,0.443
227702.55,Amman,Sweifieh,7th Circle Side,apartment,241.3,1,1,5,11,yes,31.956892,35.852024,0.856
67975.0,Amman,Marj Al Hamam,Airport Road Side,house,86.0,2,3,5,12,yes,31.891891,35.819625,0.31
118220.08,Amman,Sweifieh,7th Circle Side,house,128.7,2,2,1,19,yes,31.947205,35.84303,0.488
117182.46,Amman,Khalda,Khalda Main,apartment,129.7,2,3,4,9,no,31.999638,35.83444,0.866
148878.09,Amman,Khalda,Medical City Side,apartment,191.8,3,2,0,13,yes,31.994286,35.850329,0.484
76933.65,Amman,Jubeiha,Northern Jubeiha,house,84.2,2,3,3,8,yes,32.017198,35.863656,0.528
115667.4,Amman,Tla Al Ali,Market Side,house,122.1,2,2,2,9,yes,31.979981,35.858846,0.662
174537.08,Amman,Jubeiha,Northern Jubeiha,apartment,222.7,2,2,6,0,yes,32.008184,35.866068,0.691
117941.13,Amman,Tla Al Ali,Tla Al Ali Main,house,122.1,6,3,5,12,no,32.008565,35.872011,0.331
204511.91,Amman,Deir Ghbar,Embassy Side,apartment,198.4,4,4,1,1,no,31.943049,35.848701,0.555
165657.05,Amman,Al Rabieh,Garden Side,house,159.0,3,2,5,5,yes,31.996611,35.864119,0.283
166964.14,Amman,Shmeisani,Park Side,apartment,204.7,3,2,4,17,yes,31.98044,35.877849,0.56
137411.61,Amman,Abdoun,North Abdoun,apartment,117.2,4,2,1,14,no,31.954193,35.880592,0.781
141250.31,Amman,Al Rabieh,Northern Rabieh,apartment,154.8,3,3,0,11,no,31.97643,35.865903,0.568
75480.71,Amman,Al Rabieh,Rabieh Main,house,60.0,2,1,4,3,yes,31.993096,35.87806,0.581
102518.33,Amman,Jubeiha,Jubeiha Center,apartment,132.5,4,2,2,12,yes,32.024251,35.868479,0.513
171365.71,Amman,Jubeiha,Northern Jubeiha,apartment,220.5,4,1,4,15,yes,32.006007,35.865001,0.781
91121.03,Amman,Jubeiha,Jubeiha Center,apartment,120.7,3,4,2,4,no,32.016129,35.860268,0.462
170504.05,Amman,Sweifieh,Residential Sweifieh,apartment,170.0,4,3,1,17,yes,31.94835,35.856896,0.566
164463.68,Amman,Shmeisani,Business District,apartment,162.4,3,4,0,0,yes,31.972409,35.893965,0.329
205503.53,Amman,Tla Al Ali,Tla Al Ali Main,house,166.0,3,2,3,0,no,32.009439,35.86597,1.0
166284.57,Amman,Tla Al Ali,Market Side,house,186.9,3,2,4,12,no,32.015733,35.866553,0.474
279197.48,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,217.6,3,2,5,4,no,31.933879,35.854808,0.63
127522.51,Amman,Al Rabieh,Garden Side,apartment,91.7,2,3,4,2,yes,31.992575,35.870888,0.729
127779.36,Amman,Dabouq,Dabouq Villas,house,77.4,4,3,5,8,yes,31.981109,35.83821,0.568
146087.62,Amman,Jubeiha,University Area,apartment,201.8,2,2,0,6,no,32.014556,35.887848,0.803
121744.44,Amman,Jubeiha,University Area,house,157.7,3,2,2,17,yes,32.008246,35.863124,0.641
175928.07,Amman,Dabouq,Royal Area,house,158.3,4,1,2,10,yes,31.972165,35.827741,0.29
146785.99,Amman,Al Rabieh,Garden Side,apartment,163.6,3,2,4,21,no,31.968841,35.87514,0.915
148307.6,Amman,Khalda,Khalda Main,apartment,162.0,3,2,3,5,no,31.991859,35.84184,0.459
170221.01,Amman,Dabouq,Dabouq Villas,apartment,193.4,3,2,5,17,no,31.976453,35.833838,0.609
135094.03,Amman,Tla Al Ali,Market Side,house,146.3,4,3,2,11,no,32.010724,35.863955,0.472
162879.81,Amman,Sweifieh,Residential Sweifieh,apartment,138.7,3,2,4,6,yes,31.967256,35.851859,0.907
118800.8,Amman,Al Rabieh,Rabieh Main,apartment,125.7,3,4,2,12,no,31.975296,35.865114,0.717
80692.11,Amman,Jubeiha,University Area,house,115.1,1,3,8,10,yes,32.009301,35.866388,0.365
192538.06,Amman,Shmeisani,Business District,apartment,193.7,4,1,4,20,no,31.989856,35.886486,0.962
142091.84,Amman,Abdoun,Embassy Area,apartment,139.1,2,2,1,12,yes,31.948029,35.896799,0.382
150303.74,Amman,Shmeisani,Business District,house,161.4,3,3,0,13,yes,31.970966,35.90022,0.572
79784.39,Amman,Shmeisani,Residential Shmeisani,house,109.4,1,2,6,8,no,31.9664,35.882385,0.379
175852.24,Amman,Shmeisani,Business District,house,172.5,2,3,2,10,yes,31.97521,35.898282,0.57
153616.4,Amman,Jubeiha,University Area,house,180.4,3,3,2,9,no,32.010599,35.864776,0.571
193115.54,Amman,Marj Al Hamam,Old Marj,house,214.0,4,1,6,7,yes,31.888056,35.829194,0.728
68324.27,Amman,Marj Al Hamam,Old Marj,apartment,88.2,4,3,2,19,no,31.900347,35.81267,0.586
268809.13,Amman,Al Rabieh,Northern Rabieh,apartment,222.3,3,1,3,0,yes,31.985181,35.86451,0.7
263571.51,Amman,Dabouq,Royal Area,house,191.3,4,2,0,16,yes,31.968272,35.841964,0.571
162631.66,Amman,Tla Al Ali,Market Side,apartment,153.1,5,2,2,5,yes,32.000339,35.869647,0.915
165342.5,Amman,Deir Ghbar,Embassy Side,house,134.3,4,2,1,17,no,31.937513,35.856917,0.908
147980.45,Amman,Sweifieh,Shopping District,house,158.6,3,1,4,10,no,31.950498,35.854571,0.311
202216.14,Amman,Tla Al Ali,Tla Al Ali Main,apartment,240.0,3,1,3,7,yes,32.009864,35.872965,0.678
153551.48,Amman,Marj Al Hamam,New Marj,apartment,228.8,4,2,8,11,yes,31.90597,35.842744,0.47
143536.01,Amman,Sweifieh,Residential Sweifieh,apartment,132.3,3,3,6,13,yes,31.967486,35.85591,0.638
197220.02,Amman,Dabouq,Royal Area,apartment,142.0,3,2,2,6,no,31.97287,35.827318,0.862
171495.37,Amman,Khalda,Medical City Side,house,199.0,1,2,0,2,no,31.994041,35.832206,0.15
97969.65,Amman,Dabouq,Royal Area,house,81.9,3,2,6,19,yes,31.975714,35.846398,0.761
92018.04,Amman,Tla Al Ali,Residential Tla Al Ali,house,91.8,3,4,2,8,no,32.012422,35.871172,0.36
92511.35,Amman,Marj Al Hamam,New Marj,house,126.7,2,1,3,1,yes,31.891434,35.824776,0.408
172751.89,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,176.0,3,2,3,2,yes,32.006854,35.853979,0.639
119588.0,Amman,Al Rabieh,Northern Rabieh,apartment,115.3,3,3,5,9,yes,31.988933,35.875823,0.555
135445.96,Amman,Dabouq,Western Dabouq,house,119.2,1,2,2,17,no,31.98734,35.827618,0.685
138768.38,Amman,Shmeisani,Park Side,house,131.2,4,1,3,0,no,31.972882,35.889153,0.572
164298.94,Amman,Al Rabieh,Rabieh Main,apartment,193.1,3,2,3,27,no,31.990438,35.874149,0.828
44408.35,Amman,Shmeisani,Park Side,apartment,60.0,2,2,0,1,no,31.969532,35.898531,0.263
164825.45,Amman,Al Rabieh,Garden Side,apartment,173.7,2,1,0,0,no,31.981182,35.864001,0.46
112183.97,Amman,Jubeiha,Northern Jubeiha,apartment,144.5,3,3,0,12,yes,32.011466,35.875797,0.617
82012.67,Amman,Marj Al Hamam,New Marj,house,112.4,3,2,2,13,no,31.907228,35.817488,0.671
103039.11,Amman,Jubeiha,Jubeiha Center,house,114.1,4,1,3,5,no,32.003675,35.866344,0.488
124246.43,Amman,Marj Al Hamam,New Marj,apartment,153.9,4,4,3,5,yes,31.89059,35.824669,0.704
184895.42,Amman,Shmeisani,Residential Shmeisani,house,196.7,3,2,0,12,no,31.968808,35.898945,0.483
130203.51,Amman,Tla Al Ali,Market Side,apartment,154.0,1,5,7,14,yes,32.005005,35.860696,0.484
131978.86,Amman,Sweifieh,7th Circle Side,house,166.8,2,2,5,20,no,31.962299,35.856332,0.895
154256.67,Amman,Jubeiha,University Area,apartment,168.4,3,2,3,0,yes,32.018226,35.874376,0.72
185092.08,Amman,Shmeisani,Park Side,apartment,182.2,3,2,3,10,no,31.974306,35.907341,0.8
141093.97,Amman,Al Rabieh,Rabieh Main,apartment,158.6,1,3,1,3,yes,31.979173,35.875386,0.548
126439.12,Amman,Sweifieh,Shopping District,apartment,106.5,3,3,4,3,yes,31.953454,35.859779,0.444
47958.5,Amman,Marj Al Hamam,Airport Road Side,house,62.9,3,1,0,16,yes,31.897546,35.834647,0.718
155271.28,Amman,Sweifieh,Residential Sweifieh,house,135.5,5,2,4,9,no,31.942688,35.854047,0.287
244436.19,Amman,Deir Ghbar,Embassy Side,apartment,190.5,4,1,7,2,no,31.932928,35.860283,0.658
128081.69,Amman,Abdoun,South Abdoun,house,123.3,2,2,2,33,yes,31.946835,35.880407,0.742
120245.11,Amman,Al Rabieh,Garden Side,apartment,108.9,3,3,5,11,no,31.984182,35.86747,0.562
122932.84,Amman,Al Rabieh,Rabieh Main,house,146.5,3,1,2,15,no,31.977045,35.876649,0.428
235586.92,Amman,Shmeisani,Business District,house,202.6,2,2,0,12,yes,31.97527,35.88675,1.0
144630.24,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,140.7,4,3,0,2,yes,32.006862,35.857334,0.79
75869.7,Amman,Sweifieh,7th Circle Side,apartment,69.2,3,4,5,24,yes,31.964192,35.871919,0.779
180215.46,Amman,Sweifieh,7th Circle Side,house,146.6,4,4,1,4,no,31.96282,35.863687,0.645
292026.74,Amman,Abdoun,North Abdoun,house,241.0,2,2,0,28,yes,31.943743,35.893847,0.664
142357.25,Amman,Khalda,University Street,apartment,146.6,4,1,1,0,yes,32.007653,35.85169,0.382
272969.61,Amman,Al Rabieh,Garden Side,house,229.8,3,2,3,8,no,31.990304,35.872151,0.581
205698.09,Amman,Tla Al Ali,Market Side,house,201.4,3,1,0,10,no,32.006412,35.864388,0.589
87118.0,Amman,Sweifieh,7th Circle Side,house,95.1,1,2,2,11,no,31.965989,35.847549,0.725
193654.43,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,174.3,4,4,5,9,no,31.92905,35.857351,0.46
